Date,Open,High,Low,Close,Adj Close,Volume
2013-07-01,161.259995,162.479996,161.080002,161.360001,143.311264,131954800
2013-07-02,161.119995,162.300003,160.500000,161.210007,143.177979,154863700
2013-07-03,160.479996,161.770004,160.220001,161.279999,143.240204,75216400
2013-07-05,162.470001,163.080002,161.300003,163.020004,144.785568,122416900
2013-07-08,163.860001,164.389999,163.080002,163.949997,145.611542,108092500
2013-07-09,164.979996,165.330002,164.270004,165.130005,146.659592,119298000
2013-07-10,164.970001,165.750000,164.630005,165.190002,146.712875,121410100
2013-07-11,167.110001,167.610001,165.179993,167.440002,148.711212,135592200
2013-07-12,167.389999,167.929993,167.130005,167.509995,148.773361,104212700
2013-07-15,167.970001,168.389999,167.679993,168.149994,149.341782,69450600
2013-07-16,168.259995,168.360001,167.070007,167.520004,148.782257,88702100
2013-07-17,168.160004,168.479996,167.729996,167.949997,149.164139,92873900
2013-07-18,168.309998,169.270004,168.199997,168.869995,149.981247,103620100
2013-07-19,168.520004,169.229996,168.309998,169.169998,150.247681,103831700
2013-07-22,169.410004,169.740005,169.009995,169.500000,150.540771,79428600
2013-07-23,169.800003,169.830002,169.050003,169.139999,150.221024,80829700
2013-07-24,169.789993,169.860001,168.179993,168.520004,149.670425,112914000
2013-07-25,168.220001,169.080002,167.940002,168.929993,150.034546,111088600
2013-07-26,168.220001,169.160004,167.520004,169.110001,150.194382,107814600
2013-07-29,168.679993,169.059998,168.110001,168.589996,149.732544,79695000
2013-07-30,169.100006,169.279999,168.190002,168.589996,149.732544,85209600
2013-07-31,168.940002,169.850006,168.490005,168.710007,149.839142,142388700
2013-08-01,169.990005,170.809998,169.899994,170.660004,151.571030,110438400
2013-08-02,170.279999,170.970001,170.050003,170.949997,151.828568,91116700
2013-08-05,170.570007,170.960007,170.350006,170.699997,151.606522,54072700
2013-08-06,170.369995,170.740005,169.350006,169.729996,150.745010,87495000
2013-08-07,169.190002,169.429993,168.550003,169.179993,150.256592,84854700
2013-08-08,169.979996,170.179993,168.929993,169.800003,150.807205,102181300
2013-08-09,169.580002,170.100006,168.720001,169.309998,150.372009,91757700
2013-08-12,168.460007,169.309998,168.380005,169.110001,150.194382,68593300
2013-08-13,169.410004,169.899994,168.410004,169.610001,150.638443,80806000
2013-08-14,169.529999,169.800003,168.699997,168.740005,149.865799,79829200
2013-08-15,167.410004,167.429993,166.089996,166.380005,147.769775,152931800
2013-08-16,166.059998,166.630005,165.500000,165.830002,147.281296,130868200
2013-08-19,165.639999,166.210007,164.759995,164.770004,146.339828,96437600
2013-08-20,165.039993,166.199997,164.860001,165.580002,147.059250,89294400
2013-08-21,165.119995,166.029999,164.190002,164.559998,146.153351,159530500
2013-08-22,164.899994,166.300003,164.889999,166.059998,147.485580,101471400
2013-08-23,166.550003,166.830002,165.770004,166.619995,147.982925,90888900
2013-08-26,166.789993,167.300003,165.889999,166.000000,147.432251,89702100
2013-08-27,164.360001,166.000000,163.210007,163.330002,145.060913,158619400
2013-08-28,163.259995,164.490005,163.050003,163.910004,145.576035,108113000
2013-08-29,163.550003,165.039993,163.399994,164.169998,145.806946,119200500
2013-08-30,164.509995,164.529999,163.169998,163.649994,145.345108,134928900
2013-09-03,165.229996,165.580002,163.699997,164.389999,146.002350,142375100
2013-09-04,164.429993,166.029999,164.130005,165.750000,147.210205,97389400
2013-09-05,165.850006,166.399994,165.729996,165.960007,147.396790,63090500
2013-09-06,166.509995,166.979996,164.479996,166.039993,147.467789,159756500
2013-09-09,166.449997,167.729996,166.449997,167.630005,148.879913,87559300
2013-09-10,168.639999,168.899994,168.259995,168.869995,149.981247,105847200
2013-09-11,168.639999,169.399994,168.350006,169.399994,150.451950,94545900
2013-09-12,169.339996,169.559998,168.720001,168.949997,150.052307,83209000
2013-09-13,169.130005,169.460007,168.740005,169.330002,150.389801,72727800
2013-09-16,171.160004,171.240005,170.039993,170.309998,151.260132,106299200
2013-09-17,170.460007,171.110001,170.460007,171.070007,151.935196,82523300
2013-09-18,171.009995,173.520004,170.580002,173.050003,153.693695,203460600
2013-09-19,173.520004,173.600006,172.589996,172.759995,153.436142,146616900
2013-09-20,172.330002,172.330002,170.580002,170.720001,152.363358,132867100
2013-09-23,170.490005,170.649994,169.389999,169.929993,151.658264,104616500
2013-09-24,169.899994,170.529999,169.210007,169.529999,151.301270,106333100
2013-09-25,169.639999,169.979996,168.889999,169.039993,150.863968,117306500
2013-09-26,169.320007,170.169998,169.050003,169.690002,151.444138,77146900
2013-09-27,168.839996,169.139999,168.470001,168.910004,150.747940,99141800
2013-09-30,167.479996,168.539993,167.149994,168.009995,149.944733,143937000
2013-10-01,168.139999,169.500000,167.970001,169.339996,151.131744,127160000
2013-10-02,168.350006,169.339996,167.830002,169.179993,150.988937,113350000
2013-10-03,168.789993,168.940002,166.839996,167.619995,149.596649,176698000
2013-10-04,167.750000,169.059998,167.529999,168.889999,150.730103,96878000
2013-10-07,167.419998,168.449997,167.250000,167.429993,149.427124,96295000
2013-10-08,167.399994,167.619995,165.360001,165.479996,147.686737,178015000
2013-10-09,165.800003,166.199997,164.529999,165.600006,147.793854,168973000
2013-10-10,167.289993,169.259995,167.229996,169.169998,150.979996,195955000
2013-10-11,168.910004,170.320007,168.770004,170.259995,151.952774,105040000
2013-10-14,169.210007,171.080002,169.080002,170.940002,152.559662,112106000
2013-10-15,170.509995,171.149994,169.470001,169.699997,151.452988,155485000
2013-10-16,170.720001,172.160004,170.639999,172.070007,153.568192,161676000
2013-10-17,171.369995,173.320007,171.339996,173.220001,154.594513,129389000
2013-10-18,173.860001,174.509995,173.509995,174.389999,155.638733,138316000
2013-10-21,174.449997,174.750000,174.009995,174.399994,155.647659,104104000
2013-10-22,174.910004,175.929993,174.429993,175.410004,156.549042,126663000
2013-10-23,174.809998,174.889999,173.960007,174.570007,155.799362,105484000
2013-10-24,174.919998,175.369995,174.509995,175.149994,156.317017,70350000
2013-10-25,175.509995,176.000000,175.169998,175.949997,157.031021,93625000
2013-10-28,175.889999,176.470001,175.699997,176.229996,157.280853,84979000
2013-10-29,176.630005,177.240005,176.380005,177.169998,158.119797,87401000
2013-10-30,177.380005,177.509995,175.660004,176.289993,157.334412,140002000
2013-10-31,176.149994,176.889999,175.529999,175.789993,156.888199,133795000
2013-11-01,176.020004,176.610001,175.220001,176.210007,157.263046,142805000
2013-11-04,176.690002,176.899994,175.979996,176.830002,157.816391,85677000
2013-11-05,176.139999,176.750000,175.570007,176.270004,157.316574,85825000
2013-11-06,177.029999,177.500000,176.539993,177.169998,158.119797,87348000
2013-11-07,177.500000,177.639999,174.759995,174.929993,156.120667,157000000
2013-11-08,174.869995,177.309998,174.850006,177.289993,158.226868,136713000
2013-11-11,177.119995,177.529999,176.910004,177.320007,158.253662,62614000
2013-11-12,176.940002,177.360001,176.369995,176.960007,157.932358,83990000
2013-11-13,176.089996,178.429993,176.089996,178.380005,159.199692,103844000
2013-11-14,178.539993,179.419998,178.250000,179.270004,159.994003,103435000
2013-11-15,179.559998,180.119995,179.330002,180.050003,160.690125,102818000
2013-11-18,180.350006,180.500000,179.020004,179.419998,160.127869,104796000
2013-11-19,179.330002,179.869995,178.720001,179.029999,159.779770,93891000
2013-11-20,179.389999,179.929993,177.979996,178.470001,159.280014,124909000
2013-11-21,178.970001,180.050003,178.860001,179.910004,160.565201,92841000
2013-11-22,179.979996,180.830002,179.770004,180.809998,161.368408,81296000
2013-11-25,181.130005,181.169998,180.369995,180.630005,161.207733,79486000
2013-11-26,180.720001,181.220001,180.410004,180.679993,161.252365,86994000
2013-11-27,180.869995,181.240005,180.649994,181.119995,161.645035,58800000
2013-11-29,181.320007,181.750000,180.800003,181.000000,161.538025,55870900
